name,id,Term 1,Term 2,Term 3
Patricia Crockwell,115188464,Group F,Group A (Gr. 12),Group D
Patricia Daniels,757098806,Group C,Group F,Group C
Patricia Deason,562877779,Group D,Group B,Group B
Patricia Franklin,603483028,Group D,Group C,Group C
Patricia Gregor,806102301,Group D,Group E,Group B
Patricia Harris,162207120,Group E,Group D,Group E
Patricia Hedges,641892557,Group D,Group F,Group A (Gr. 12)
Patricia Kamerling,306689292,Group D,Group E,Group D
Patricia Kilman,438058014,Group F,Group D,Group A (Gr. 12)
Patricia Mitchell,819721533,Group F,Group E,Group F
Patricia Moore,154251327,Group A (Gr. 12),Group E,Group E
Patricia Simms,277174463,Group A (Gr. 12),Group C,Group D
Patricia Wilcoxon,591958731,Group F,Group D,Group A (Gr. 12)
Patricia Zamora,413983477,Group E,Group F,Group D
Patrick Humphrey,290227103,Group C,Group B,Group C
Patrick Kent,440400342,Group C,Group F,Group E
Patrick Peppers,351027777,Group B,Group E,Group E
Patrick Reyes,762326289,Group F,Group E,Group A (Gr. 12)
Patrick Wallace,427384815,Group C,Group D,Group A (Gr. 12)
Patsy Moffett,728223182,Group D,Group D,Group E
Patsy Roth,513496909,Group A (Gr. 12),Group D,Group D
Paul Alford,320505293,Group E,Group F,Group C
Paul Blount,850390415,Group C,Group D,Group C
Paul Brown,186308569,Group E,Group F,Group F
Paul Butcher,691402967,Group C,Group B,Group A (Gr. 12)
Paul Galvan,668611553,Group A (Gr. 12),Group F,Group C
Paul Goatley,633649416,Group F,Group C,Group B
Paul Kimmes,264101916,Group D,Group C,Group A (Gr. 12)
Paul Mcallister,808222115,Group A (Gr. 12),Group F,Group A (Gr. 12)
Paul Mcchristian,846003085,Group A (Gr. 12),Group D,Group F
Paul Miller,428250955,Group C,Group C,Group F
Paul Packer,896753280,Group A (Gr. 12),Group D,Group F
Paul Stevenson,338520428,Group A (Gr. 12),Group D,Group C
Paul Tsasie,223821389,Group F,Group A (Gr. 12),Group A (Gr. 12)
Paul Wycoff,821737178,Group D,Group E,Group D
Paul Yamamoto,171984069,Group E,Group B,Group C
Paula Shanholtz,684903312,Group F,Group A (Gr. 12),Group F
Paulette Vildosola,309052696,Group B,Group F,Group C
Pauline Shambo,443541603,Group F,Group F,Group A (Gr. 12)
Pearl Adams,203754943,Group D,Group D,Group D
Pearl Maddox,540527485,Group F,Group D,Group E
Pearline Chobot,377839097,Group D,Group D,Group B
Pedro Rice,602573409,Group A (Gr. 12),Group B,Group A (Gr. 12)
Peggy Dickerson,858710042,Group C,Group C,Group D
Peggy Vasquez,361686056,Group F,Group C,Group B
Percy Romero,237459863,Group B,Group D,Group F
Perry Olsen,386549792,Group F,Group D,Group A (Gr. 12)
Peter Barraclough,319238474,Group D,Group E,Group F
Peter Holquin,254726426,Group A (Gr. 12),Group E,Group A (Gr. 12)
Peter Houston,236302047,Group E,Group E,Group F
Peter Mellerson,246710663,Group A (Gr. 12),Group A (Gr. 12),Group F
Philip Holding,891266903,Group A (Gr. 12),Group C,Group A (Gr. 12)
Phillip Dozier,127940326,Group E,Group C,Group E
Phillip Johnson,338453862,Group E,Group A (Gr. 12),Group C
Phillip Thomas,349544064,Group C,Group D,Group F
Phillis Fonseca,588371009,Group A (Gr. 12),Group A (Gr. 12),Group C
Phyllis Rivera,473075860,Group A (Gr. 12),Group E,Group B
Phyllis Thomas,763478890,Group E,Group F,Group A (Gr. 12)
Porfirio Taylor,792223772,Group E,Group B,Group E
Priscilla Carlson,629931536,Group A (Gr. 12),Group C,Group F
Priscilla Eaton,717636588,Group D,Group F,Group C
Rachael Rice,716964285,Group D,Group B,Group B
Rachel Christian,241622615,Group A (Gr. 12),Group B,Group B
Rachel Lane,998946103,Group D,Group C,Group F
Rachel White,307003899,Group E,Group D,Group D
Ralph Bolin,204756910,Group E,Group A (Gr. 12),Group D
Ralph Croteau,817281110,Group B,Group C,Group A (Gr. 12)
Ralph Estrada,788627688,Group D,Group B,Group D
Ralph Wahba,806976934,Group A (Gr. 12),Group A (Gr. 12),Group E
Ramon Hronick,997319405,Group F,Group A (Gr. 12),Group B
Ramon Willett,398464159,Group A (Gr. 12),Group A (Gr. 12),Group F
Ramon Wilson,472290510,Group A (Gr. 12),Group F,Group F
Ramona Salazar,624495301,Group D,Group B,Group B
Randall Ruiz,432582385,Group C,Group B,Group D
Randy Sneed,864853461,Group B,Group E,Group A (Gr. 12)
Ray Drew,890099819,Group B,Group A (Gr. 12),Group C
Ray Mcdavid,237894792,Group E,Group A (Gr. 12),Group C
Raymond Chaney,873888047,Group E,Group E,Group A (Gr. 12)
Raymond Gerecke,266670669,Group E,Group F,Group D
Raymond Lewis,143990745,Group F,Group D,Group C
Raymond Lutz,680915394,Group E,Group D,Group C
Raymond Macpherson,721825438,Group B,Group D,Group F
Raymond Smisek,840105207,Group B,Group D,Group C
Raymond Williams,875621516,Group C,Group A (Gr. 12),Group D
Rebeca Cabrera,414926538,Group E,Group F,Group A (Gr. 12)
Rebecca Campbell,390165153,Group C,Group C,Group E
Rebecca Cisneros,316673835,Group C,Group A (Gr. 12),Group E
Regina Ladd,912938051,Group E,Group E,Group D
Renee Cowan,784134705,Group B,Group C,Group A (Gr. 12)
Renee Johnson,329507403,Group F,Group C,Group A (Gr. 12)
Renee Jones,581988002,Group B,Group F,Group C
Reta Henderson,484411851,Group E,Group E,Group B
Retta Blossom,452462137,Group C,Group A (Gr. 12),Group D
Reuben Hamlett,666577956,Group A (Gr. 12),Group A (Gr. 12),Group A (Gr. 12)
Reuben Pride,618612221,Group A (Gr. 12),Group C,Group A (Gr. 12)
Rex Holder,143280778,Group C,Group A (Gr. 12),Group F
Rhonda Anthony,635620958,Group D,Group C,Group D
Rhonda Cohen,806573607,Group F,Group E,Group E
Ricardo Hodosy,856191517,Group A (Gr. 12),Group D,Group B
Ricardo Holland,647045468,Group A (Gr. 12),Group A (Gr. 12),Group E
Richard Barrett,952568292,Group B,Group A (Gr. 12),Group D
Richard Bell,458905416,Group E,Group E,Group F
Richard Branch,417370530,Group F,Group B,Group F
Richard Calderon,509937887,Group F,Group B,Group E
Richard Cason,340589126,Group F,Group C,Group F
Richard Fuller,220926709,Group E,Group D,Group F
Richard Jackson,873212626,Group B,Group C,Group F
Richard Lafleur,978321646,Group A (Gr. 12),Group E,Group B
Richard Merryman,899793488,Group A (Gr. 12),Group D,Group C
Richard Portillo,122547129,Group C,Group B,Group A (Gr. 12)
Richard Remis,293929266,Group F,Group E,Group B
Richard Rocque,313289176,Group B,Group B,Group B
Richard Russel,761650785,Group C,Group B,Group B
Richard Smith,188548634,Group E,Group D,Group E
Richard Smith,769572106,Group B,Group F,Group E
Richard Snyder,997659362,Group B,Group D,Group C
Richard Spaulding,749102320,Group F,Group A (Gr. 12),Group E
Richard Walker,610297077,Group E,Group E,Group F
Richard Willems,302485738,Group B,Group F,Group E
Richard Williams,118404819,Group F,Group B,Group F
Richard Williams,532663727,Group C,Group C,Group C
Ricky Childress,413941152,Group B,Group A (Gr. 12),Group A (Gr. 12)
Ricky Nelson,269631517,Group F,Group A (Gr. 12),Group A (Gr. 12)
Rita Duggar,996195716,Group C,Group C,Group D
Rita Goodwin,809832026,Group A (Gr. 12),Group B,Group E
Rita Grigsby,258807719,Group E,Group F,Group B
Rita Stanley,856457835,Group B,Group A (Gr. 12),Group D
Rita Tuttle,916948540,Group E,Group A (Gr. 12),Group B
Rita Walker,561635418,Group B,Group E,Group D
Robert Bell,882157106,Group B,Group B,Group D
Robert Bennett,645885707,Group B,Group A (Gr. 12),Group C
Robert Brannen,172394189,Group D,Group C,Group D
Robert Brizuela,744836902,Group B,Group B,Group E
Robert Bronstein,674974034,Group E,Group F,Group C
Robert Catlett,581086484,Group C,Group D,Group F
Robert Ching,665157371,Group E,Group E,Group C
Robert Dustin,158893527,Group C,Group A (Gr. 12),Group B
Robert Ebert,100725869,Group F,Group C,Group A (Gr. 12)
Robert Emanuelson,943491307,Group C,Group E,Group C
Robert Francis,765134558,Group A (Gr. 12),Group F,Group B
Robert Franzoni,536400396,Group A (Gr. 12),Group F,Group C
Robert Hill,355813546,Group D,Group B,Group E
Robert Holmes,498264694,Group A (Gr. 12),Group A (Gr. 12),Group F
Robert Hornlein,106498709,Group E,Group B,Group C
Robert Hubbard,576909278,Group B,Group F,Group D
Robert Husted,762930518,Group E,Group B,Group E
Robert Kelley,798245324,Group B,Group D,Group C
Robert Lala,477850014,Group C,Group A (Gr. 12),Group D
Robert Lawing,719845959,Group E,Group C,Group E
Robert Loreto,114445531,Group C,Group E,Group C
Robert Mathias,335182048,Group E,Group D,Group B
Robert Myers,141031542,Group A (Gr. 12),Group C,Group B
Robert Pelzer,901800634,Group E,Group D,Group E
Robert Prechtl,597667281,Group C,Group F,Group F
Robert Sanchez,454164428,Group E,Group A (Gr. 12),Group B
Robert Smidt,280645108,Group A (Gr. 12),Group A (Gr. 12),Group F
Robert Stevenson,385150882,Group F,Group D,Group A (Gr. 12)
Robert Taylor,540362569,Group C,Group E,Group B
Robert Thomas,963714543,Group A (Gr. 12),Group E,Group F
Robert Tillman,840160555,Group A (Gr. 12),Group D,Group B
Robert Ulrich,262315061,Group E,Group B,Group A (Gr. 12)
Robert Ward,825722662,Group C,Group F,Group F
Robert Watts,460214589,Group C,Group B,Group D
Robert Weaver,176307813,Group D,Group B,Group D
Roberta Abnet,924044443,Group F,Group B,Group A (Gr. 12)
Roberto Conley,933564107,Group E,Group C,Group A (Gr. 12)
Roberto Moore,685529574,Group C,Group E,Group E
Rochelle Gust,436590230,Group D,Group C,Group F
Rochelle Hubbard,548201720,Group B,Group C,Group A (Gr. 12)
Rodger Gomez,305768882,Group D,Group F,Group D
Rodger Hicks,462420446,Group C,Group B,Group F
Rodney Landis,905865223,Group B,Group F,Group D
Rodney Matthews,768195375,Group B,Group E,Group B
Rodney Mccollum,821386673,Group A (Gr. 12),Group F,Group D
Rodney Raby,631855551,Group F,Group E,Group D
Rodney Renolds,544967738,Group F,Group B,Group C
Rodney Sumners,280909659,Group B,Group E,Group A (Gr. 12)
Rogelio Romero,122718200,Group C,Group B,Group B
Roger Busby,822057582,Group A (Gr. 12),Group B,Group E
Roger Fuentes,399160255,Group E,Group B,Group F
Roger Liles,733921746,Group A (Gr. 12),Group F,Group C
Roger Mayle,322939176,Group D,Group C,Group D
Roger Stohlton,825836406,Group C,Group D,Group A (Gr. 12)
Roger Vanslyke,147448069,Group E,Group B,Group C
Roland Lewin,131382691,Group B,Group D,Group F
Rolando Nixon,966030588,Group F,Group C,Group C
Roman Yoder,944629281,Group A (Gr. 12),Group F,Group F
Ron Boles,227154203,Group A (Gr. 12),Group E,Group D
Ronald Brown,701047195,Group E,Group F,Group B
Ronald Holliday,628980085,Group C,Group A (Gr. 12),Group E
Ronald Lamp,628205167,Group B,Group C,Group A (Gr. 12)
Ronald Monfort,116012402,Group B,Group D,Group C
Ronald Perez,378824837,Group C,Group C,Group C
Ronald Plourde,508508645,Group C,Group B,Group B
Ronald Reid,342993689,Group D,Group B,Group B
Ronald Smith,221348003,Group E,Group B,Group E
Rosa Hart,810905109,Group B,Group F,Group B
Rosa Read,268213582,Group C,Group F,Group D
Rosalind Gray,654901072,Group A (Gr. 12),Group C,Group D
Rosalind Ogburn,239644213,Group F,Group D,Group D
Rosalinda Montgomery,777974103,Group F,Group C,Group F
Rosamond Arnett,663840782,Group F,Group A (Gr. 12),Group B
Roscoe Kirksey,263129347,Group E,Group D,Group D
Roscoe Linebarger,746165144,Group A (Gr. 12),Group B,Group C
Rose Adair,885591669,Group D,Group B,Group D
Rose Gerdes,109366004,Group B,Group E,Group B
Rose Keller,257650148,Group C,Group B,Group C
Rose Kinnard,211158786,Group D,Group D,Group D
Rose Rippy,203406272,Group A (Gr. 12),Group E,Group C
Rosemarie Lincoln,148433270,Group E,Group A (Gr. 12),Group F
Rosemary Chavez,456645042,Group A (Gr. 12),Group F,Group D
Roslyn Warren,749042666,Group C,Group E,Group D
Roxanna Newell,865179961,Group C,Group A (Gr. 12),Group D
Roy Johnson,418529623,Group F,Group F,Group F
Roy Richardson,793413475,Group B,Group A (Gr. 12),Group F
Ruben Jones,755571277,Group F,Group C,Group D
Ruben Shaefer,535156699,Group E,Group B,Group C
Ruben Varrone,538339135,Group C,Group E,Group D
Ruby Defibaugh,742311634,Group F,Group E,Group D
Ruby Gan,341609962,Group B,Group D,Group E
Ruby Scott,834084814,Group D,Group E,Group F
Ruby Seeley,133192334,Group E,Group E,Group E
Russell Courtney,864344032,Group E,Group F,Group C
Russell Frazier,510944301,Group D,Group D,Group A (Gr. 12)
Russell Schatzman,810991389,Group A (Gr. 12),Group B,Group D
Ruth Headrick,276646772,Group D,Group E,Group C
Ryan Asuncion,671772130,Group C,Group A (Gr. 12),Group B
Ryan Beaudoin,300198872,Group A (Gr. 12),Group E,Group D
Ryan Crawford,995463215,Group A (Gr. 12),Group A (Gr. 12),Group A (Gr. 12)
Ryan Mcarthur,487179376,Group C,Group A (Gr. 12),Group B
Salvatore Moore,278243911,Group E,Group C,Group C
Samantha Charles,272428547,Group B,Group E,Group D
Samantha Cobb,528668259,Group E,Group B,Group C
Samantha Harris,259997544,Group C,Group D,Group F
Samuel Mack,805779229,Group C,Group A (Gr. 12),Group B
Samuel Whittington,691751300,Group F,Group D,Group F
Sandi Jin,674903183,Group A (Gr. 12),Group D,Group E
Sandra Backus,729269268,Group F,Group D,Group F
Sandra Dorsey,310968948,Group B,Group C,Group D
Sandra Gault,345373153,Group C,Group C,Group C
Sandra Lindstrom,477710071,Group C,Group C,Group F
Sandra Ramirez,601159454,Group F,Group E,Group A (Gr. 12)
Sandra Shaver,535862304,Group B,Group D,Group A (Gr. 12)
Sandra Smith,336234127,Group E,Group F,Group F
Sandra Steele,385863757,Group D,Group D,Group A (Gr. 12)
Sara Bishop,283278769,Group C,Group A (Gr. 12),Group C
Sara Greenwood,449401524,Group D,Group B,Group C
Sara Theobald,870201341,Group A (Gr. 12),Group E,Group F
Sara Whetstone,322236651,Group C,Group F,Group A (Gr. 12)
Sarah Bodnar,320927243,Group D,Group D,Group B
Sarah Bulmer,756836501,Group D,Group A (Gr. 12),Group B
Sarah Noyes,244344203,Group E,Group D,Group C
Sarah Talbot,692081894,Group C,Group F,Group A (Gr. 12)
Sarah Volkert,793013985,Group A (Gr. 12),Group D,Group C
Sarita Reimer,911610288,Group B,Group B,Group F
Savannah Royal,146147814,Group B,Group A (Gr. 12),Group E
Scarlett Moralez,770004370,Group B,Group A (Gr. 12),Group E
Scott Macduff,777019666,Group D,Group A (Gr. 12),Group A (Gr. 12)
Scott Mcclinsey,538710879,Group B,Group F,Group C
Scott Monachino,748863530,Group D,Group D,Group D
Scott Mosley,814455752,Group B,Group F,Group A (Gr. 12)
Scott Page,536536426,Group B,Group F,Group F
Scott Peterson,574696024,Group B,Group B,Group F
Scott Phillies,634879071,Group E,Group E,Group C
Sean Depeyster,621347435,Group E,Group E,Group F
Sean Moore,702142017,Group C,Group C,Group E
Shannon Drain,559984084,Group A (Gr. 12),Group A (Gr. 12),Group C
Shannon Dunton,775406356,Group B,Group C,Group D
Shannon Johnson,174094775,Group B,Group E,Group A (Gr. 12)
Shannon Martinez,624310437,Group F,Group A (Gr. 12),Group C
Shannon Rees,790073584,Group B,Group D,Group F
Shantel Woods,397736043,Group F,Group E,Group B
Sharita Beadle,109631641,Group F,Group C,Group D
Sharla Crowley,184989084,Group E,Group A (Gr. 12),Group B
Sharon Caylor,506447019,Group B,Group A (Gr. 12),Group C
Sharon Dewolf,838577398,Group B,Group E,Group E
Sharon Joecks,904318276,Group E,Group C,Group B
Sharon Rouse,858933735,Group A (Gr. 12),Group C,Group E
Sharon Slaughter,684628445,Group C,Group B,Group A (Gr. 12)
Sharon Wineland,315082788,Group B,Group D,Group E
Sharron Batson,839288729,Group A (Gr. 12),Group F,Group C
Shawn Helmy,892178691,Group F,Group A (Gr. 12),Group F
Shawna Chabot,288639006,Group D,Group B,Group E
Shelby Fetterman,400933688,Group A (Gr. 12),Group E,Group C
Shelby Larsen,252339778,Group B,Group D,Group F
Sheri Morris,619342794,Group C,Group E,Group A (Gr. 12)
Sherill Harper,702400087,Group B,Group F,Group B
Sherrie Tarpley,331473260,Group D,Group C,Group F
Sherry Alix,210321476,Group D,Group E,Group D
Sherry Berry,449800671,Group F,Group F,Group B
Sheryl Brock,343502094,Group F,Group B,Group D
Shirley Doughty,143230982,Group A (Gr. 12),Group C,Group B
Shirley Ohara,433012920,Group C,Group E,Group F
Shirley Williams,481003907,Group F,Group B,Group B
Shu Rich,173620375,Group F,Group D,Group A (Gr. 12)
Sindy Chang,916059442,Group C,Group F,Group C
Sondra Nwachukwu,800735027,Group C,Group E,Group C
Sondra Robinson,999559702,Group E,Group C,Group E
Sonia Davidson,774968896,Group C,Group E,Group F
Stacy Allen,328703343,Group E,Group E,Group D
Stacy Cuomo,789718770,Group D,Group D,Group B
Stacy Palacios,277126554,Group D,Group A (Gr. 12),Group D
Stacy Thomas,854959047,Group C,Group E,Group E
Stanley Mince,677030703,Group B,Group D,Group F
Stella Mattingly,364067610,Group D,Group D,Group E
Stephanie Chandler,874548647,Group A (Gr. 12),Group A (Gr. 12),Group D
Stephanie Hamm,933584385,Group E,Group B,Group B
Stephanie Smith,602210947,Group B,Group C,Group A (Gr. 12)
Stephen Fordham,758020487,Group B,Group F,Group D
Stephen Moffett,630705798,Group A (Gr. 12),Group C,Group E
Stephen Olson,880760479,Group E,Group E,Group A (Gr. 12)
Stephen Weisman,669483119,Group E,Group B,Group A (Gr. 12)
Steve Berry,420521824,Group D,Group B,Group C
Steven Borum,518578594,Group E,Group D,Group A (Gr. 12)
Steven Cyree,869157972,Group A (Gr. 12),Group B,Group F
Steven Davila,950409476,Group B,Group A (Gr. 12),Group E
Steven Hinman,573952550,Group B,Group A (Gr. 12),Group D
Steven Hutson,784487264,Group B,Group F,Group C
Steven Katt,714664576,Group F,Group B,Group C
Steven Leonard,177079446,Group F,Group C,Group B
Steven Mccarter,667275664,Group B,Group C,Group D
Steven Steely,767659841,Group D,Group A (Gr. 12),Group D
Stevie Clemmer,947400314,Group C,Group C,Group F
Sue Arledge,460886547,Group E,Group B,Group F
Susan Applebee,282367462,Group F,Group A (Gr. 12),Group C
Susan Berg,409073763,Group D,Group C,Group D
Susan Evans,235925454,Group F,Group C,Group E
Susan Green,320669433,Group B,Group C,Group C
Susan Horne,885209697,Group F,Group D,Group D
Susan Margo,217714481,Group F,Group D,Group E
Susan Meeks,284304800,Group E,Group F,Group D
Susan Neil,138289181,Group D,Group B,Group E
Susan Ortiz,643333550,Group A (Gr. 12),Group B,Group B
Susan Perry,374306432,Group F,Group A (Gr. 12),Group C
Susan Priest,841332200,Group F,Group B,Group C
Susan Santee,359099486,Group D,Group A (Gr. 12),Group D
Susanna Natera,673574295,Group F,Group C,Group E
Susie Ryan,986510308,Group D,Group D,Group A (Gr. 12)
Suzanne Lewis,858827514,Group C,Group E,Group A (Gr. 12)
Sybil King,571502437,Group F,Group C,Group F
Sylvia Harris,722670786,Group B,Group F,Group B
Sylvia Oneal,605118801,Group D,Group B,Group E
Tami Harris,598833615,Group A (Gr. 12),Group E,Group D
Tammy Hope,171487139,Group F,Group F,Group E
Tammy Scott,531814074,Group B,Group E,Group A (Gr. 12)
Tanya Buxton,255453911,Group C,Group E,Group C
Tara Askew,924875991,Group B,Group F,Group F
Tara Dalton,911613286,Group B,Group A (Gr. 12),Group E
Taylor Lewis,603694405,Group E,Group E,Group E
Teresa Allen,335735210,Group E,Group F,Group F
Teresa Mitchell,256342955,Group F,Group E,Group E
Teresa Olivarria,466922863,Group E,Group C,Group D
Teresa Roberto,356170015,Group C,Group E,Group E
Terri Holloway,785433879,Group E,Group C,Group F
Terri Messick,350482732,Group D,Group B,Group F
Terri Moore,488030698,Group A (Gr. 12),Group A (Gr. 12),Group E
Terry Ennis,821111506,Group C,Group F,Group A (Gr. 12)
Terry Lei,428455823,Group D,Group A (Gr. 12),Group A (Gr. 12)
Terry Mosley,707500082,Group D,Group C,Group C
Terry Schaedler,322419474,Group B,Group C,Group C
Tess Roessler,952854823,Group B,Group A (Gr. 12),Group B
Thelma Joshi,325076778,Group D,Group A (Gr. 12),Group A (Gr. 12)
Thelma Landry,981117897,Group B,Group D,Group C
Thelma Oliver,710632953,Group B,Group E,Group C
Theodore Swinton,608416813,Group A (Gr. 12),Group F,Group B
Theresa Frye,614814083,Group E,Group E,Group E
Theresa Salazar,785989365,Group F,Group D,Group B
Theresa Smith,624976280,Group B,Group D,Group B
Theresa Williams,566743014,Group F,Group A (Gr. 12),Group E
Thomas Cunningham,289216108,Group A (Gr. 12),Group F,Group F
Thomas Fisher,802608713,Group E,Group E,Group B
Thomas Gonzales,431639141,Group E,Group E,Group C
Thomas Hairston,203593787,Group E,Group B,Group E
Thomas Harris,441982608,Group F,Group F,Group B
Thomas Lewis,404876081,Group D,Group E,Group A (Gr. 12)
Thomas Lindsey,654829631,Group D,Group F,Group F
Thomas Merritt,541713662,Group D,Group C,Group E
Thomas Morris,975444911,Group F,Group E,Group B
Thomas Perkins,816907765,Group F,Group A (Gr. 12),Group D
Thomas Richard,570059996,Group F,Group B,Group D
Thomas Ruscio,989248547,Group A (Gr. 12),Group C,Group B
Thomas Shealy,957643118,Group F,Group B,Group E
Thomas Trujillo,873024582,Group B,Group D,Group E
Tiffany Leggitt,121759805,Group E,Group F,Group D
Timmy Colvin,261185705,Group A (Gr. 12),Group F,Group E
Timothy Desposito,352732981,Group F,Group F,Group D
Timothy Finley,421404067,Group B,Group C,Group E
Timothy Forsmark,800164859,Group D,Group F,Group C
Timothy Fountain,963485321,Group D,Group B,Group A (Gr. 12)
Timothy Gardner,982859520,Group B,Group C,Group E
Timothy Gatewood,112230772,Group E,Group F,Group B
Timothy Martin,545132169,Group A (Gr. 12),Group C,Group A (Gr. 12)
Timothy Mays,783828914,Group F,Group D,Group F
Timothy Ochoa,164552538,Group F,Group D,Group B
Timothy Smith,872587405,Group B,Group D,Group E
Tina Lee,180932161,Group E,Group D,Group F
Tina Loepp,104319995,Group C,Group E,Group D
Tina Sadowski,932074024,Group E,Group D,Group B
Tod Dartt,534437275,Group C,Group C,Group D
Todd Knight,252791523,Group D,Group D,Group C
Tomas Shively,594202480,Group D,Group B,Group F
Tommy Brassard,496689933,Group C,Group B,Group F
Tommy Deaton,712759507,Group F,Group F,Group B
Tonja Burke,499006975,Group E,Group E,Group D
Tony Barth,307765707,Group A (Gr. 12),Group E,Group B
Tony Goodrich,988365337,Group F,Group B,Group E
Tony Smith,550756725,Group A (Gr. 12),Group D,Group C
Tonya Cox,606933989,Group C,Group F,Group B
Tracy Chapman,843967046,Group F,Group A (Gr. 12),Group A (Gr. 12)
Travis Saxbury,425968397,Group D,Group A (Gr. 12),Group E
Travis Thompkins,138250517,Group F,Group C,Group D
Travis Vanwinkle,392234811,Group E,Group B,Group B
Travis Wilson,911566555,Group C,Group D,Group E
Tricia Saylor,413467172,Group E,Group B,Group A (Gr. 12)
Trina Wilson,689740759,Group E,Group F,Group A (Gr. 12)
Tyisha Chabot,903640934,Group A (Gr. 12),Group B,Group E
Tyler Johnson,160487058,Group C,Group F,Group F
Val Glowacki,941695103,Group B,Group E,Group B
Valerie Cena,187032174,Group B,Group A (Gr. 12),Group A (Gr. 12)
Valerie Willman,163188307,Group D,Group C,Group C
Vanessa Freeman,298717229,Group E,Group B,Group B
Vera Harris,458903746,Group B,Group F,Group B
Verna Nick,429972950,Group A (Gr. 12),Group A (Gr. 12),Group F
Verna Young,385724066,Group A (Gr. 12),Group D,Group A (Gr. 12)
Vernie Erwin,970594148,Group C,Group D,Group C
Veronica Grant,121572236,Group C,Group C,Group B
Veronica Lupo,560424957,Group A (Gr. 12),Group D,Group C
Veronica Schmuff,654193926,Group D,Group F,Group B
Vicki Steen,180511096,Group C,Group A (Gr. 12),Group D
Vickie Quinton,839600367,Group C,Group F,Group C
Victor Miller,170060121,Group F,Group D,Group A (Gr. 12)
Victoria King,871743095,Group E,Group F,Group F
Vince Marini,771226449,Group F,Group F,Group B
Vincent Boney,425859539,Group F,Group C,Group F
Vincent Lane,510937591,Group F,Group C,Group F
Viola Priddy,144079416,Group F,Group E,Group E
Violet Seiler,297652356,Group A (Gr. 12),Group B,Group D
Virgil Morgan,716794936,Group B,Group A (Gr. 12),Group C
Virginia Davis,469583660,Group A (Gr. 12),Group A (Gr. 12),Group F
Virginia Metge,440546855,Group A (Gr. 12),Group A (Gr. 12),Group A (Gr. 12)
Virginia Ormond,812346784,Group C,Group C,Group C
Vivan Blocker,736509669,Group E,Group F,Group A (Gr. 12)
Wade Hummingbird,482384157,Group C,Group D,Group D
Wanda Campos,161622629,Group D,Group D,Group F
Wanda Pagan,464209914,Group A (Gr. 12),Group A (Gr. 12),Group D
Wanda Robichaux,395640266,Group F,Group B,Group A (Gr. 12)
Wanda Webster,103000559,Group C,Group B,Group F
Warren Berry,510828991,Group E,Group C,Group F
Wayne Finn,137967012,Group F,Group E,Group A (Gr. 12)
Wendy Conyers,662512900,Group F,Group A (Gr. 12),Group F
Wendy Porter,786207835,Group D,Group A (Gr. 12),Group C
Wendy Rivas,591793996,Group D,Group A (Gr. 12),Group E
Wesley Weinstein,114809014,Group C,Group E,Group F
Whitney Hicks,378670082,Group B,Group F,Group F
Wilbert Austin,356264722,Group F,Group B,Group F
Wilbert Nathan,967279964,Group B,Group F,Group E
Wilbur Wood,387587927,Group B,Group D,Group C
Wiley Werre,927862319,Group A (Gr. 12),Group A (Gr. 12),Group A (Gr. 12)
Wilfred Rudolph,449325603,Group D,Group A (Gr. 12),Group D
William Ackerman,753034803,Group C,Group A (Gr. 12),Group E
William Alvarez,564361457,Group C,Group D,Group D
William Arnold,957108317,Group B,Group C,Group A (Gr. 12)
William Ballas,926270281,Group A (Gr. 12),Group C,Group B
William Carrera,178978355,Group F,Group E,Group C
William Clark,100104662,Group B,Group B,Group E
William Currin,170291448,Group F,Group A (Gr. 12),Group A (Gr. 12)
William Dolphin,394306749,Group C,Group A (Gr. 12),Group D
William Evens,517930354,Group E,Group C,Group C
William Ferrara,677581195,Group A (Gr. 12),Group E,Group F
William Fowler,259004975,Group C,Group F,Group A (Gr. 12)
William Graham,778824401,Group D,Group F,Group D
William Gray,432598085,Group B,Group B,Group E
William Haney,908237255,Group F,Group B,Group F
William Irish,486154170,Group F,Group F,Group A (Gr. 12)
William Johnston,868866263,Group D,Group E,Group D
William Lasiter,305463408,Group C,Group D,Group B
William Morales,977372188,Group D,Group C,Group D
William Nash,597831987,Group A (Gr. 12),Group A (Gr. 12),Group F
William Ogara,556599317,Group A (Gr. 12),Group E,Group E
William Patterson,433844400,Group B,Group A (Gr. 12),Group E
William Peters,881204305,Group D,Group B,Group E
William Powell,544892304,Group B,Group C,Group C
William Rao,452015890,Group C,Group A (Gr. 12),Group F
William Rodriquez,312228550,Group A (Gr. 12),Group D,Group B
William Roper,764161465,Group F,Group F,Group E
William Seaman,878523510,Group F,Group B,Group E
William Swanson,914114509,Group F,Group B,Group B
William Tucker,814881494,Group D,Group B,Group B
William Varney,204869309,Group E,Group E,Group F
Willie Ahrens,635241590,Group D,Group A (Gr. 12),Group F
Willie Anaya,164825577,Group D,Group C,Group C
Willie Atkinson,749430046,Group A (Gr. 12),Group C,Group A (Gr. 12)
Willie Bivins,328989268,Group A (Gr. 12),Group F,Group F
Willie Canpos,617028514,Group B,Group C,Group C
Willie Loveless,744938218,Group C,Group C,Group E
Williemae Evans,379714844,Group A (Gr. 12),Group E,Group C
Wilma Thomas,871847603,Group E,Group E,Group D
Wm Johnston,850924227,Group D,Group E,Group A (Gr. 12)
Xavier Oneal,111455691,Group B,Group E,Group E
